year,latitude,longitude,death_count,injury_count,accident_type
2022,33.58185111111111,130.42197833333333,0,1,人対車両
2023,33.55545583333333,130.45352444444444,0,1,車両相互
2023,33.55240527777777,130.45086805555553,1,0,人対車両
2023,33.6025225,130.43739444444444,0,1,車両相互
2022,33.58589277777778,130.4278261111111,0,1,人対車両
2022,33.60566333333333,130.41574305555557,0,1,車両相互
2023,33.58424,130.4193386111111,0,1,車両相互
2023,33.59538083333334,130.4043127777778,0,1,人対車両
2023,33.5920275,130.41715194444444,0,4,車両相互
2022,33.583598055555555,130.43713861111112,0,1,車両相互
2022,33.594634722222224,130.41513138888888,0,2,車両相互
2023,33.55061361111111,130.46546638888887,0,1,車両相互
2023,33.59271694444445,130.40888,0,1,車両相互
2023,33.592847222222225,130.41155722222223,0,2,車両相互
2023,33.58089944444445,130.42129333333332,0,1,人対車両
2023,33.58516777777778,130.41598944444445,0,2,車両相互
2022,33.57871194444445,130.4735075,0,1,人対車両
2022,33.573038611111116,130.45422777777776,0,2,車両相互
2022,33.60675694444445,130.43473111111112,0,1,車両相互
2022,33.59875888888889,130.4363138888889,0,1,車両相互
2023,33.59188694444445,130.42187777777778,0,1,人対車両
2023,33.54419138888889,130.4673997222222,0,2,車両相互
2023,33.595075,130.42606055555555,0,1,車両相互
2023,33.60120333333334,130.43571166666666,0,1,車両相互
2023,33.59547694444445,130.40445083333333,0,1,車両相互
2023,33.59786527777778,130.4263511111111,0,1,車両相互
2022,33.58525027777778,130.43356055555557,0,1,車両相互
2022,33.584852222222224,130.41738916666665,0,1,車両相互
2022,33.59852472222222,130.41051583333333,0,1,人対車両
2022,33.58764222222222,130.42122055555555,0,1,車両相互
2023,33.596338055555556,130.4279686111111,0,1,車両相互
2023,33.57666694444445,130.42038416666665,0,1,人対車両
2023,33.59621527777778,130.43299777777776,0,1,車両相互
2022,33.59220666666667,130.42291277777778,0,1,車両相互
2022,33.56485,130.4369475,0,2,車両相互
2022,33.585322222222224,130.43938527777777,0,1,車両相互
2023,33.550000555555556,130.4663322222222,0,1,車両相互
2023,33.55063861111111,130.46548888888887,0,1,車両相互
2022,33.56361333333333,130.44194222222222,0,5,車両相互
2023,33.560202499999995,130.4699113888889,0,1,車両相互
2022,33.59764416666667,130.4485513888889,0,1,車両相互
2022,33.59319416666667,130.41524472222224,0,1,人対車両
2023,33.60328916666667,130.41076777777778,0,1,車両相互
2022,33.57991472222223,130.421035,0,1,車両相互
2022,33.60799361111111,130.41028222222224,0,1,人対車両
2022,33.578250555555556,130.43416638888888,0,1,車両相互
2023,33.58815277777778,130.43869972222222,0,1,車両相互
2022,33.58013972222223,130.42170166666665,0,2,車両相互
2023,33.588594722222226,130.41854444444442,0,1,車両相互
2023,33.56504277777778,130.44305166666666,0,1,車両相互
2023,33.58489194444444,130.45597555555554,0,1,車両相互
2023,33.59720111111111,130.41909555555554,0,1,車両相互
2022,33.59455888888889,130.4260297222222,0,1,車両相互
2023,33.5502475,130.45323277777777,0,1,人対車両
2023,33.583755833333335,130.41174,0,1,車両相互
2022,33.59305694444445,130.43302527777777,0,1,車両相互
2023,33.58034055555556,130.44115972222224,0,1,車両相互
2023,33.59993111111111,130.43366527777778,0,1,車両相互
2022,33.59012222222223,130.43032499999998,0,1,人対車両
2023,33.580758611111115,130.42252416666665,0,2,車両相互
2022,33.565040277777776,130.44313694444446,0,2,車両相互
2023,33.586398888888894,130.43483833333335,0,1,車両相互
2023,33.57550861111111,130.42827277777778,0,1,車両相互
2022,33.55508861111111,130.45376472222222,0,1,車両相互
2023,33.59727361111111,130.43535166666666,0,1,車両相互
2022,33.58495472222222,130.45598055555556,0,1,車両相互
2022,33.55327305555555,130.4765863888889,0,1,車両相互
2023,33.555813611111105,130.45439055555553,0,1,車両相互
2022,33.60138388888889,130.41511083333333,0,2,車両相互
2022,33.60499333333333,130.43046583333333,0,1,車両相互
2023,33.602042222222224,130.44489194444444,0,1,車両相互
2023,33.59539222222222,130.41862305555554,0,1,車両相互
2023,33.59068361111111,130.42626666666666,0,1,人対車両
2022,33.60073055555556,130.41242305555556,0,2,車両相互
2022,33.55240055555555,130.45087166666664,0,1,車両相互
2023,33.6017825,130.40270666666666,0,1,車両相互
2023,33.573058888888895,130.46120638888888,0,1,車両相互
2022,33.57396361111111,130.4765172222222,0,1,車両相互
2022,33.5875275,130.42003694444443,0,1,車両相互
2022,33.59190277777778,130.41427833333333,0,1,車両相互
2022,33.60288944444444,130.40400611111113,0,1,車両相互
2022,33.58876138888889,130.45824916666666,0,1,車両相互
2023,33.59563027777778,130.4071313888889,0,1,車両相互
2023,33.57581833333334,130.43586805555555,0,1,車両相互
2023,33.608963611111115,130.41072916666667,0,2,車両相互
2023,33.57861611111112,130.43275388888887,0,1,車両相互
2023,33.59193138888889,130.41028972222222,0,1,車両単独
2023,33.57868166666667,130.41985694444443,0,1,車両相互
2023,33.56525694444444,130.46247805555555,1,0,車両相互
2023,33.60500805555556,130.43043805555556,0,2,車両相互
2022,33.588501666666666,130.41391027777777,0,1,人対車両
2023,33.58224027777778,130.42589222222222,0,1,車両相互
2023,33.59203638888889,130.42233666666667,0,1,車両相互
2023,33.59240888888889,130.4146875,0,1,車両相互
2023,33.573013055555556,130.44674805555556,0,1,車両相互
2023,33.56242638888889,130.4610111111111,0,2,車両相互
2022,33.59196305555556,130.4224586111111,0,1,人対車両
2023,33.60414,130.42532777777777,0,2,車両相互
2023,33.6034975,130.4193386111111,0,1,車両相互
2023,33.5876225,130.43237722222221,0,1,車両相互
2023,33.62261916666667,130.43928222222223,0,2,車両相互
2022,33.63231416666667,130.4628572222222,0,1,車両相互
2022,33.64463277777778,130.46789611111112,0,2,車両相互
2022,33.63522861111111,130.48209527777777,0,1,車両相互
2023,33.67325111111111,130.4514586111111,0,1,車両相互
2022,33.68266611111111,130.43399194444444,0,1,人対車両
2022,33.6414975,130.46040888888888,0,1,車両相互
2022,33.6112075,130.42487916666667,0,1,人対車両
2023,33.63587916666667,130.45905472222222,0,1,車両相互
2022,33.652292777777774,130.42488583333332,0,1,車両相互
2022,33.61769388888889,130.4235097222222,0,1,人対車両
2022,33.65575388888889,130.42852499999998,0,1,車両相互
2022,33.61665388888889,130.41600333333335,0,2,車両相互
2022,33.61654777777778,130.44517222222223,0,2,車両相互
2023,33.63428138888889,130.42463555555554,0,1,車両相互
2022,33.674657777777774,130.45435916666665,0,1,車両相互
2022,33.607958611111115,130.442375,0,1,車両相互
2023,33.64509722222222,130.43378777777778,0,1,車両相互
2023,33.60727305555556,130.43805138888888,0,1,車両相互
2022,33.61342416666667,130.41341833333334,0,1,車両相互
2022,33.61252694444445,130.43839444444444,0,3,車両相互
2023,33.67100388888888,130.4552158333333,0,1,人対車両
2023,33.66562583333333,130.44819,0,1,車両相互
2022,33.682359166666664,130.28923944444443,0,1,車両相互
2022,33.620517222222226,130.43617833333334,0,1,車両相互
2023,33.65573138888889,130.4285061111111,0,1,車両相互
2023,33.63986,130.45261944444442,0,2,車両相互
2022,33.646703333333335,130.42551388888887,0,1,車両相互
2022,33.638376666666666,130.44095388888888,0,2,車両相互
2022,33.63361777777778,130.4241911111111,0,1,車両相互
2022,33.62793777777778,130.45108472222222,0,1,車両相互
2023,33.66197111111111,130.43884916666667,0,1,車両相互
2023,33.65367194444444,130.4607333333333,0,2,車両相互
2023,33.65904305555556,130.43013138888887,0,1,車両相互
2022,33.64228638888889,130.46598777777777,0,2,車両相互
2022,33.68912694444444,130.4338375,0,1,車両相互
2023,33.61748583333333,130.43874166666666,0,1,車両相互
2023,33.629684166666664,130.4435452777778,0,1,車両相互
2023,33.64675916666667,130.4407463888889,0,1,車両相互
2023,33.62947333333334,130.4530122222222,0,1,車両相互
2023,33.64133138888889,130.4483072222222,0,1,車両相互
2023,33.61363611111111,130.4245963888889,0,1,車両相互
2023,33.6083275,130.42305472222222,0,1,人対車両
2023,33.65850972222222,130.43950333333333,0,1,車両相互
2022,33.614626944444446,130.41444833333333,0,2,車両相互
2023,33.615029166666666,130.42700805555555,0,1,車両相互
2022,33.633649166666665,130.4275975,0,1,車両相互
2023,33.616165555555554,130.41546305555556,0,1,車両相互
2022,33.63511611111111,130.48252305555556,0,2,車両相互
2023,33.610551111111114,130.42385222222222,0,1,車両相互
2023,33.635705,130.42062055555556,0,1,車両相互
2023,33.643361666666664,130.43553222222224,0,2,車両相互
2022,33.65755166666666,130.44337222222222,0,1,人対車両
2022,33.65213055555555,130.34676805555557,0,1,車両相互
2023,33.65607416666666,130.42538416666665,0,2,車両相互
2023,33.62351805555556,130.41501194444444,0,1,車両相互
2023,33.61657,130.4214011111111,0,1,人対車両
2023,33.652775,130.4385038888889,0,1,車両相互
2023,33.621001666666665,130.4388513888889,0,1,車両相互
2023,33.63583555555555,130.4592375,0,1,車両相互
2023,33.628678055555554,130.44742333333335,0,1,車両相互
2022,33.642355277777774,130.44487805555556,0,1,車両相互
2022,33.69042333333333,130.43405083333334,0,1,人対車両
2022,33.65194111111111,130.4523372222222,0,1,人対車両
2022,33.64888055555556,130.43628972222223,0,1,車両相互
2023,33.61370888888889,130.41374694444445,0,1,車両相互
2023,33.61685638888889,130.4342511111111,0,1,人対車両
2022,33.66869527777777,130.45427888888887,0,1,人対車両
2023,33.62518277777778,130.43994833333335,0,1,車両相互
2023,33.63449027777778,130.45586305555554,0,1,人対車両
2022,33.65866583333333,130.4394986111111,0,2,車両相互
2023,33.68877638888888,130.42868249999998,0,1,車両相互
2023,33.65889,130.43927916666667,0,1,車両相互
2022,33.61971611111111,130.43893194444445,0,1,車両相互
2023,33.6430425,130.44558194444446,0,1,車両相互
2023,33.648534166666664,130.43828805555555,0,2,車両相互
2023,33.66709583333333,130.44157222222222,0,1,車両相互
2023,33.651759999999996,130.44040555555557,0,1,車両相互
2023,33.62695138888889,130.4433075,0,1,車両相互
2023,33.64769666666667,130.42641916666665,0,1,人対車両
2023,33.646386666666665,130.4407488888889,0,1,車両相互
2023,33.6559325,130.4489738888889,0,1,車両相互
2023,33.69075583333333,130.43533583333334,0,1,車両相互
2023,33.68264555555555,130.4029502777778,0,1,車両相互
2023,33.64265722222222,130.4303936111111,0,1,車両相互
2023,33.63075972222222,130.44764138888888,0,1,車両相互
2023,33.632999444444444,130.4577525,0,1,人対車両
2023,33.64330916666667,130.45162694444443,0,1,車両相互
2022,33.656885833333334,130.4369861111111,0,1,車両相互
2023,33.6444625,130.43411333333333,0,1,車両相互
2023,33.62766388888889,130.45225416666665,0,1,車両相互
2022,33.64149138888889,130.46028583333333,0,1,車両相互
2022,33.6386825,130.43806694444444,0,1,車両相互
2023,33.65073361111111,130.4435625,0,2,車両相互
2022,33.65867444444444,130.43311583333332,0,1,車両相互
2023,33.673611666666666,130.44087611111112,0,1,車両相互
2022,33.615921666666665,130.41531833333335,0,1,車両相互
2022,33.65573916666666,130.44077777777778,0,1,車両相互
2023,33.63803583333333,130.42536166666665,0,1,車両相互
2022,33.69565583333333,130.42181527777777,0,3,車両相互
2022,33.65857583333333,130.44539194444445,0,1,人対車両
2023,33.54765416666667,130.34715111111112,0,1,車両相互
2023,33.58078833333334,130.33983083333334,0,2,車両相互
2023,33.56064527777777,130.33731833333334,0,1,車両相互
2023,33.54265944444444,130.33220916666667,0,2,人対車両
2023,33.555479999999996,130.35079277777777,0,1,車両相互
2023,33.58067444444445,130.3411663888889,0,1,車両相互
2022,33.58108722222222,130.36104916666667,0,1,人対車両
2023,33.55790722222222,130.33458972222223,0,1,車両相互
2022,33.580042222222225,130.35094,0,1,車両相互
2023,33.57132194444445,130.35712666666666,0,3,車両相互
2022,33.561481388888886,130.33802472222223,0,1,車両相互
2022,33.55212083333333,130.34925777777778,0,2,車両相互
2023,33.58239527777778,130.35799583333332,0,1,人対車両
2023,33.55030138888888,130.33803472222223,0,2,車両相互
2022,33.54427361111111,130.337795,0,1,人対車両
2023,33.54275722222222,130.34574777777777,0,1,車両相互
2023,33.511424166666664,130.3369475,0,1,車両相互
2023,33.56700027777778,130.342645,0,1,車両相互
2023,33.567680833333334,130.3365936111111,0,1,車両相互
2022,33.57612944444445,130.35225166666666,0,3,車両相互
2022,33.55222111111111,130.3301775,0,1,車両相互
2023,33.56542388888889,130.3419163888889,0,1,車両相互
2023,33.54408222222222,130.34436333333335,0,1,車両相互
2023,33.56502805555555,130.34164194444446,0,1,車両相互
2022,33.552341388888884,130.34257694444446,0,1,車両相互
2022,33.545071111111106,130.32614388888888,0,1,車両相互
2023,33.5827475,130.35604777777777,0,1,車両相互
2023,33.56700472222222,130.34240222222223,0,1,車両相互
2023,33.53872888888889,130.34700166666667,1,0,車両相互
2023,33.548428611111106,130.34454694444446,0,1,車両相互
2023,33.563184166666666,130.34711305555555,0,1,車両相互
2023,33.581135833333335,130.36149972222222,0,2,車両相互
2023,33.57507861111112,130.3361063888889,0,1,車両相互
2022,33.56905694444445,130.35352805555556,0,1,車両相互
2023,33.581085,130.34524194444447,0,1,車両相互
2023,33.57014277777778,130.32791666666665,0,1,車両相互
2023,33.591369444444446,130.35061194444444,0,1,車両相互
2023,33.602044166666666,130.3889361111111,0,2,車両相互
2022,33.60660416666667,130.40504083333335,0,3,車両相互
2023,33.60447416666667,130.40488805555557,0,1,人対車両
2022,33.60819027777778,130.40212027777778,0,1,車両単独
2023,33.59992472222223,130.4472613888889,0,3,車両相互
2023,33.55909388888889,130.41609305555556,0,1,車両相互
2022,33.54028361111111,130.42912333333334,0,1,車両相互
2023,33.56866,130.4256736111111,0,2,車両相互
2023,33.56332333333333,130.42361555555556,0,1,車両相互
2022,33.54100361111111,130.43268777777777,0,2,車両相互
2022,33.527634166666665,130.43228694444443,0,1,車両相互
2023,33.57171277777778,130.42255916666664,0,1,車両相互
2022,33.546526944444444,130.39987222222223,0,1,車両相互
2022,33.542383888888885,130.40274444444444,0,1,車両相互
2023,33.538557777777775,130.43289305555555,0,1,車両相互
2023,33.56921805555556,130.4189036111111,0,1,車両相互
2023,33.55361583333333,130.42852055555554,0,1,車両相互
2022,33.56144944444444,130.42572583333333,0,1,車両相互
2023,33.53970666666667,130.4276061111111,0,1,車両相互
2022,33.55576055555555,130.40047916666668,0,1,車両相互
2023,33.549928888888886,130.40023666666667,0,1,車両相互
2022,33.54103194444444,130.41934083333334,0,2,車両相互
2022,33.53648916666666,130.4268708333333,0,1,車両相互
2022,33.57075916666667,130.4008347222222,0,1,車両相互
2022,33.571876111111116,130.42276777777778,0,1,車両相互
2022,33.5582675,130.42847027777776,0,3,車両相互
2022,33.56861527777778,130.41799444444445,0,1,車両相互
2022,33.53993194444444,130.40195305555557,0,1,車両相互
2022,33.57224611111111,130.40740527777777,0,1,車両相互
2023,33.54975944444444,130.42845888888888,0,1,人対車両
2022,33.55343194444444,130.40716472222223,0,1,車両相互
2022,33.54508472222222,130.43784,0,1,車両相互
2022,33.56608666666666,130.42791916666667,0,1,車両相互
2022,33.555418055555556,130.43148194444444,0,1,車両相互
2023,33.53598722222222,130.4086063888889,0,1,人対車両
2022,33.53509,130.3968161111111,0,2,車両相互
2022,33.57342111111112,130.41385333333335,0,1,車両相互
2022,33.547934166666664,130.44545583333334,0,1,車両相互
2023,33.55160138888888,130.44722805555557,0,1,車両相互
2023,33.55277722222222,130.43637722222223,0,1,車両相互
2023,33.55426833333333,130.43409888888888,0,1,車両相互
2023,33.566595,130.42035416666667,0,1,車両相互
2023,33.54800888888889,130.41036250000002,0,2,車両相互
2023,33.56160916666666,130.43528527777778,0,2,車両相互
2023,33.547976388888884,130.44294277777777,0,1,車両相互
2022,33.53331555555555,130.41345666666666,0,1,車両相互
2022,33.549568888888885,130.4283783333333,0,2,車両相互
2022,33.53264111111111,130.40116972222222,0,2,車両相互
2022,33.56494222222222,130.41599944444445,0,2,人対車両
2023,33.531127222222224,130.4067161111111,0,1,車両相互
2023,33.567551388888894,130.41749055555556,0,1,車両相互
2023,33.5358525,130.43727055555556,0,1,車両相互
2023,33.542118333333335,130.43870833333332,0,1,車両相互
2022,33.548830833333334,130.4417486111111,0,1,車両相互
2022,33.54830083333333,130.44292388888888,0,2,車両相互
2023,33.56220166666667,130.42196805555554,0,1,車両相互
2023,33.55324888888889,130.43630027777778,0,1,車両相互
2023,33.56352638888889,130.4318458333333,0,1,人対車両
2023,33.571091388888895,130.42361944444443,0,2,車両相互
2023,33.542413055555556,130.43367694444444,0,1,車両相互
2023,33.53492833333333,130.40054972222222,0,1,車両相互
2023,33.57013027777778,130.42057499999999,0,1,車両相互
2023,33.548269166666664,130.44300777777778,0,1,車両相互
2022,33.566125,130.41758694444442,0,1,人対車両
2023,33.551001944444444,130.4490725,0,2,車両相互
2023,33.574312222222225,130.4217258333333,0,1,車両相互
2022,33.57300777777778,130.41516833333333,0,1,車両相互
2023,33.539364166666665,130.43936694444446,0,1,車両相互
2022,33.55275944444444,130.3978586111111,0,1,車両相互
2023,33.55229527777777,130.39635416666667,0,1,車両相互
2023,33.561526388888886,130.42022944444443,0,1,車両相互
2022,33.55249,130.41398194444446,0,1,車両相互
2023,33.54181611111111,130.42103055555555,0,3,車両相互
2023,33.552729166666666,130.40044500000002,0,1,車両相互
2023,33.57217472222222,130.4229122222222,0,1,車両相互
2023,33.54710722222222,130.39644194444443,0,1,車両単独
2023,33.55308055555555,130.40087111111112,0,1,車両相互
2023,33.53966083333333,130.40216166666667,0,1,車両相互
2023,33.53106138888889,130.40842944444444,0,1,車両相互
2023,33.54693861111111,130.41035694444446,0,1,車両相互
2023,33.56140277777777,130.4256433333333,0,2,車両相互
2023,33.55214611111111,130.4282397222222,0,1,車両相互
2023,33.53807638888889,130.39312916666665,0,1,車両相互
2023,33.56164305555555,130.42099,0,2,車両相互
2023,33.54357972222222,130.40683027777777,1,0,車両相互
2023,33.56036611111111,130.42732333333333,0,1,車両相互
2023,33.556600277777775,130.4006777777778,0,2,車両相互
2023,33.594008888888894,130.22822944444445,0,3,車両相互
2023,33.58756861111112,130.32743833333333,0,1,車両相互
2023,33.56667027777778,130.31821694444443,0,1,車両相互
2023,33.587655000000005,130.33654361111113,0,3,車両相互
2023,33.570211944444445,130.3171986111111,0,1,車両相互
2023,33.58453,130.26784916666668,0,1,車両相互
2023,33.56597194444444,130.3142588888889,0,1,車両相互
2023,33.582347500000004,130.27104083333336,0,1,車両相互
2023,33.567413333333334,130.32268277777777,0,1,車両相互
2022,33.58403277777778,130.3088438888889,0,1,車両相互
2023,33.58687666666667,130.31687166666666,0,1,車両相互
2023,33.57378222222223,130.2434275,0,1,車両相互
2022,33.58166944444445,130.26118055555557,0,1,車両相互
2023,33.56577333333333,130.24230305555554,0,2,車両相互
2023,33.56899416666667,130.30481277777778,0,1,車両相互
2022,33.55342333333333,130.24096138888888,0,1,車両相互
2022,33.57233611111111,130.27360416666667,0,2,車両相互
2023,33.57288500000001,130.24414055555553,0,1,車両相互
2023,33.57203388888889,130.25166583333333,0,1,車両相互
2022,33.58227555555556,130.31414916666668,0,2,車両相互
2022,33.56608111111111,130.23902416666667,0,2,車両相互
2022,33.557808888888886,130.31956583333334,0,1,車両相互
2022,33.5735,130.24610055555553,0,3,車両相互
2023,33.58369861111111,130.26245,0,1,車両相互
2022,33.55821805555555,130.32293277777777,0,1,車両相互
2022,33.55226527777778,130.30950833333335,0,1,人対車両
2022,33.57420805555556,130.25410555555555,0,2,車両相互
2023,33.56139944444444,130.3006852777778,0,1,車両相互
2022,33.55309805555555,130.3127927777778,0,1,車両相互
2022,33.57821250000001,130.2564913888889,0,1,車両相互
2023,33.566201944444444,130.31471333333334,0,1,人対車両
2022,33.58412416666667,130.32368555555556,0,1,車両単独
2023,33.573527222222225,130.2569247222222,0,1,車両相互
2023,33.57747194444445,130.2417997222222,0,1,車両相互
2023,33.587270833333335,130.31769833333334,0,1,人対車両
2023,33.55954666666666,130.31932388888887,0,2,車両相互
2023,33.59089916666667,130.2221827777778,0,2,車両相互
2023,33.608086666666665,130.24870055555553,0,1,車両相互
2023,33.57955055555556,130.25401722222222,0,1,車両相互
2022,33.57837805555556,130.3155138888889,0,1,車両相互
2023,33.57034277777778,130.2907622222222,0,1,車両相互
2022,33.58544027777778,130.3314836111111,0,1,車両相互
2023,33.568509444444445,130.31053222222224,0,1,車両相互
2022,33.57603805555556,130.28377111111112,0,2,車両相互
2022,33.578431944444446,130.32683277777778,0,1,車両相互
2022,33.56055,130.31103583333334,0,1,車両相互
2022,33.58009027777778,130.28260194444445,0,1,車両相互
2022,33.57508111111112,130.32298333333333,0,2,車両相互
2023,33.578295000000004,130.3195986111111,0,3,車両相互
2023,33.588007222222224,130.2463225,0,1,車両相互
2023,33.58077222222222,130.2578961111111,0,1,車両相互
2022,33.55452222222222,130.32377194444445,0,1,車両単独
2022,33.55894722222222,130.31102361111112,0,1,車両相互
2022,33.587696388888894,130.32050277777776,0,1,車両相互
2023,33.5871925,130.32921027777778,0,1,車両相互
2023,33.58083638888889,130.2639438888889,0,1,車両相互
2022,33.567975277777784,130.29609,0,1,車両相互
2023,33.58828833333334,130.33338083333334,0,1,人対車両
2023,33.56030694444444,130.3097288888889,0,1,車両相互
2022,33.57223638888889,130.27361111111114,0,1,車両相互
2023,33.57085194444445,130.28868277777778,0,1,車両相互
2023,33.56516777777777,130.24194638888886,0,2,車両相互
2022,33.57748305555556,130.27695305555557,0,2,車両相互
2023,33.55148444444444,130.30653500000003,0,1,車両相互
2023,33.55893083333333,130.31166972222223,0,1,車両相互
2023,33.56980888888889,130.24938833333331,0,1,車両相互
2023,33.569718333333334,130.2968325,0,1,車両相互
2022,33.56807916666667,130.31596166666668,0,1,車両相互
2023,33.58338277777778,130.30711916666667,0,1,車両相互
2023,33.581250277777784,130.27224361111112,0,1,車両相互
2023,33.57533888888889,130.3075716666667,0,1,人対車両
2023,33.5584675,130.31802055555556,0,1,人対車両
2022,33.566022222222216,130.30951444444446,0,1,車両相互
2023,33.567100833333335,130.31844944444444,0,3,車両相互
2022,33.58164583333334,130.33694555555556,0,1,車両相互
2023,33.5688225,130.3064752777778,0,1,車両相互
2022,33.568940277777784,130.3054825,0,1,車両相互
2023,33.58242916666667,130.32367888888888,0,1,車両相互
2023,33.56475666666666,130.23991777777778,0,1,車両相互
2023,33.55872194444444,130.24501611111108,0,1,車両相互
2023,33.57849111111111,130.2537761111111,0,1,車両相互
2023,33.57619555555556,130.30118583333334,0,2,車両相互
2023,33.54953416666667,130.3136113888889,0,1,車両相互
2023,33.573930277777784,130.26557,0,1,車両相互
2023,33.593586388888895,130.2648372222222,0,1,車両相互
2023,33.58740138888889,130.2653063888889,0,1,車両相互
2023,33.55280583333333,130.38130527777778,0,3,車両相互
2023,33.54713888888889,130.350775,0,1,車両相互
2023,33.553,130.38547,0,1,車両相互
